,A bit,A lot,A smidgen,Considerable amount,Extreme amount,Fair amount,Good amount,High amount,Huge amount,Humongous amount,Large,Little,Low amount,Maximum amount,Medium,Moderate amount,Modest amount,None to very little,Quite a bit,Sizeable,Small,Some,Some to moderate,Somewhat small,Substantial amount,Teeny-weeny,Tiny,Very high amount,Very large,Very little,Very sizeable,Very small,
4.05,0.367347,0.229885,0.162791,0.466667,0.135135,0.753623,0.534483,0.213333,0.202703,0.3,0.144578,0.274194,0.26506,0.0384615,0.761062,0.84,0.979167,0.16,0.928571,0.704545,0.25,0.872727,0.912088,0.298507,0.390625,0.309524,0.147059,0.102273,0.205882,0.0972222,0.461538,0.0810811,
4.1,0.346939,0.229885,0.162791,0.466667,0.135135,0.811594,0.534483,0.213333,0.189189,0.283333,0.156627,0.258065,0.253012,0.0384615,0.787611,0.92,1,0.16,1,0.727273,0.25,0.8,0.934066,0.283582,0.40625,0.309524,0.147059,0.102273,0.205882,0.0972222,0.480769,0.0810811,
4.15,0.346939,0.229885,0.162791,0.466667,0.135135,0.811594,0.551724,0.213333,0.189189,0.283333,0.168675,0.258065,0.240964,0.0384615,0.814159,0.92,1,0.16,1,0.727273,0.25,0.781818,0.923077,0.283582,0.421875,0.309524,0.147059,0.102273,0.205882,0.0972222,0.480769,0.0810811,
4.2,0.346939,0.241379,0.162791,0.466667,0.135135,0.811594,0.568965,0.213333,0.202703,0.283333,0.168675,0.258065,0.228916,0.0384615,0.823009,0.92,1,0.16,1,0.727273,0.25,0.8,0.934066,0.283582,0.4375,0.309524,0.147059,0.102273,0.205882,0.0972222,0.480769,0.0810811,
4.25,0.326531,0.241379,0.162791,0.466667,0.135135,0.826087,0.568965,0.213333,0.202703,0.283333,0.180723,0.258065,0.228916,0.0384615,0.823009,0.92,1,0.16,1,0.727273,0.25,0.781818,0.956044,0.283582,0.4375,0.309524,0.147059,0.102273,0.205882,0.0972222,0.480769,0.0810811,
4.3,0.326531,0.241379,0.162791,0.466667,0.135135,0.826087,0.568965,0.213333,0.202703,0.283333,0.180723,0.274194,0.228916,0.0384615,0.831858,0.92,0.979167,0.16,0.928571,0.727273,0.25,0.8,0.956044,0.283582,0.4375,0.333333,0.147059,0.102273,0.205882,0.111111,0.480769,0.0945946,
4.35,0.306122,0.241379,0.162791,0.466667,0.135135,0.826087,0.568965,0.213333,0.202703,0.283333,0.180723,0.274194,0.228916,0.0384615,0.840708,0.92,0.979167,0.16,0.928571,0.727273,0.25,0.781818,0.956044,0.283582,0.4375,0.333333,0.147059,0.102273,0.205882,0.111111,0.480769,0.0945946,
4.4,0.306122,0.252874,0.162791,0.466667,0.135135,0.811594,0.568965,0.226667,0.202703,0.283333,0.192771,0.274194,0.228916,0.0384615,0.849558,0.933333,0.979167,0.16,0.928571,0.75,0.25,0.763636,0.956044,0.283582,0.4375,0.333333,0.147059,0.102273,0.205882,0.111111,0.480769,0.0945946,
4.45,0.306122,0.252874,0.186047,0.466667,0.135135,0.797101,0.568965,0.226667,0.202703,0.283333,0.192771,0.274194,0.216867,0.0384615,0.876106,0.946667,0.916667,0.16,0.928571,0.772727,0.25,0.763636,0.978022,0.268657,0.4375,0.333333,0.147059,0.102273,0.205882,0.111111,0.480769,0.0945946,
4.5,0.306122,0.252874,0.186047,0.466667,0.135135,0.811594,0.568965,0.226667,0.202703,0.283333,0.192771,0.274194,0.216867,0.0384615,0.902655,0.946667,0.916667,0.16,0.857143,0.772727,0.25,0.763636,0.989011,0.268657,0.4375,0.333333,0.161765,0.102273,0.235294,0.111111,0.480769,0.0945946,
4.55,0.285714,0.252874,0.186047,0.466667,0.135135,0.811594,0.568965,0.24,0.202703,0.283333,0.192771,0.274194,0.204819,0.0384615,0.920354,0.946667,0.9375,0.16,0.857143,0.772727,0.25,0.727273,1,0.268657,0.4375,0.333333,0.161765,0.102273,0.235294,0.111111,0.480769,0.0945946,
4.6,0.244898,0.252874,0.186047,0.483333,0.135135,0.811594,0.568965,0.24,0.202703,0.3,0.192771,0.258065,0.204819,0.0384615,0.938053,0.933333,0.9375,0.16,0.857143,0.772727,0.263158,0.727273,1,0.268657,0.4375,0.333333,0.161765,0.102273,0.235294,0.111111,0.480769,0.108108,
4.65,0.244898,0.252874,0.162791,0.516667,0.135135,0.826087,0.568965,0.253333,0.202703,0.316667,0.192771,0.258065,0.204819,0.0384615,0.946903,0.96,0.9375,0.16,0.857143,0.772727,0.263158,0.727273,0.989011,0.268657,0.4375,0.333333,0.161765,0.102273,0.235294,0.111111,0.480769,0.108108,
4.7,0.244898,0.252874,0.186047,0.516667,0.135135,0.869565,0.568965,0.266667,0.202703,0.316667,0.192771,0.258065,0.204819,0.0384615,0.955752,0.986667,0.916667,0.16,0.857143,0.772727,0.263158,0.727273,0.989011,0.253731,0.453125,0.333333,0.161765,0.102273,0.235294,0.111111,0.480769,0.108108,
4.75,0.244898,0.252874,0.186047,0.5,0.135135,0.869565,0.586207,0.266667,0.202703,0.316667,0.192771,0.258065,0.204819,0.0384615,0.955752,0.986667,0.916667,0.173333,0.857143,0.772727,0.263158,0.727273,0.989011,0.253731,0.46875,0.333333,0.161765,0.102273,0.235294,0.111111,0.480769,0.121622,
4.8,0.244898,0.252874,0.209302,0.5,0.135135,0.869565,0.603448,0.266667,0.216216,0.333333,0.192771,0.258065,0.192771,0.0384615,0.955752,0.986667,0.895833,0.173333,0.857143,0.772727,0.263158,0.709091,1,0.253731,0.484375,0.333333,0.147059,0.102273,0.235294,0.111111,0.480769,0.121622,
4.85,0.244898,0.252874,0.209302,0.5,0.135135,0.869565,0.603448,0.266667,0.216216,0.333333,0.192771,0.241935,0.192771,0.0384615,0.955752,0.973333,0.895833,0.173333,0.857143,0.772727,0.263158,0.709091,1,0.253731,0.484375,0.333333,0.147059,0.102273,0.235294,0.125,0.480769,0.121622,
4.9,0.265306,0.252874,0.209302,0.5,0.135135,0.869565,0.603448,0.266667,0.216216,0.333333,0.192771,0.241935,0.192771,0.0384615,0.964602,0.973333,0.875,0.173333,0.857143,0.772727,0.263158,0.709091,0.989011,0.238806,0.484375,0.333333,0.147059,0.102273,0.235294,0.125,0.480769,0.121622,
4.95,0.265306,0.252874,0.209302,0.5,0.135135,0.884058,0.62069,0.266667,0.216216,0.333333,0.204819,0.225806,0.192771,0.0512821,0.973451,0.973333,0.854167,0.173333,0.857143,0.772727,0.25,0.690909,0.989011,0.223881,0.484375,0.333333,0.147059,0.102273,0.235294,0.125,0.480769,0.108108,
5,0.265306,0.287356,0.209302,0.533333,0.135135,0.913043,0.655172,0.32,0.216216,0.35,0.216867,0.225806,0.180723,0.0512821,1,0.986667,0.875,0.173333,0.785714,0.795455,0.236842,0.690909,0.945055,0.238806,0.5,0.380952,0.161765,0.102273,0.25,0.125,0.519231,0.108108,
5.05,0.265306,0.298851,0.209302,0.583333,0.135135,0.985507,0.741379,0.333333,0.22973,0.35,0.26506,0.241935,0.168675,0.0641026,1,1,0.875,0.173333,0.785714,0.863636,0.236842,0.654545,0.835165,0.223881,0.5625,0.380952,0.161765,0.125,0.25,0.111111,0.538462,0.108108,
5.1,0.244898,0.298851,0.186047,0.566667,0.135135,0.971014,0.793103,0.333333,0.22973,0.35,0.253012,0.241935,0.168675,0.0641026,0.973451,1,0.854167,0.173333,0.785714,0.886364,0.223684,0.672727,0.835165,0.223881,0.5625,0.380952,0.132353,0.125,0.25,0.111111,0.538462,0.121622,
5.15,0.244898,0.298851,0.186047,0.583333,0.135135,0.971014,0.793103,0.333333,0.22973,0.35,0.289157,0.241935,0.168675,0.0641026,0.973451,1,0.854167,0.173333,0.785714,0.886364,0.223684,0.672727,0.824176,0.223881,0.5625,0.380952,0.132353,0.125,0.25,0.111111,0.538462,0.121622,
5.2,0.244898,0.287356,0.186047,0.583333,0.135135,0.971014,0.793103,0.346667,0.22973,0.35,0.325301,0.241935,0.168675,0.0641026,0.964602,1,0.854167,0.173333,0.785714,0.886364,0.223684,0.672727,0.824176,0.223881,0.5625,0.380952,0.132353,0.125,0.25,0.111111,0.538462,0.121622,
5.25,0.244898,0.287356,0.162791,0.566667,0.135135,0.971014,0.810345,0.346667,0.22973,0.35,0.337349,0.241935,0.168675,0.0641026,0.964602,0.973333,0.854167,0.173333,0.785714,0.886364,0.223684,0.654545,0.824176,0.223881,0.5625,0.380952,0.132353,0.125,0.25,0.111111,0.557692,0.121622,
5.3,0.244898,0.287356,0.162791,0.566667,0.135135,0.971014,0.810345,0.346667,0.243243,0.35,0.337349,0.241935,0.168675,0.0641026,0.955752,0.973333,0.875,0.173333,0.785714,0.886364,0.223684,0.636364,0.824176,0.223881,0.5625,0.380952,0.132353,0.125,0.25,0.111111,0.557692,0.108108,
5.35,0.244898,0.298851,0.162791,0.566667,0.135135,0.971014,0.810345,0.346667,0.243243,0.35,0.337349,0.241935,0.168675,0.0641026,0.964602,0.96,0.875,0.173333,0.785714,0.886364,0.210526,0.636364,0.813187,0.223881,0.5625,0.357143,0.132353,0.125,0.25,0.111111,0.557692,0.0945946,
5.4,0.244898,0.298851,0.162791,0.566667,0.135135,0.971014,0.810345,0.346667,0.243243,0.35,0.337349,0.241935,0.168675,0.0641026,0.964602,0.973333,0.875,0.173333,0.785714,0.909091,0.197368,0.618182,0.824176,0.223881,0.578125,0.357143,0.132353,0.125,0.25,0.111111,0.557692,0.0945946,
5.45,0.244898,0.298851,0.162791,0.583333,0.135135,1,0.827586,0.346667,0.243243,0.35,0.337349,0.225806,0.168675,0.0641026,0.964602,0.973333,0.854167,0.16,0.785714,0.931818,0.197368,0.618182,0.824176,0.223881,0.578125,0.357143,0.132353,0.125,0.25,0.111111,0.557692,0.0945946,
5.5,0.244898,0.310345,0.139535,0.583333,0.135135,1,0.827586,0.346667,0.243243,0.35,0.337349,0.225806,0.168675,0.0641026,0.938053,0.973333,0.791667,0.16,0.785714,0.931818,0.184211,0.6,0.813187,0.223881,0.59375,0.380952,0.132353,0.125,0.25,0.111111,0.576923,0.0945946,
5.55,0.244898,0.333333,0.139535,0.616667,0.135135,1,0.827586,0.346667,0.243243,0.35,0.337349,0.225806,0.168675,0.0641026,0.929204,0.973333,0.770833,0.16,0.785714,0.954545,0.184211,0.618182,0.802198,0.223881,0.625,0.380952,0.132353,0.125,0.235294,0.111111,0.576923,0.0810811,
5.6,0.244898,0.321839,0.139535,0.616667,0.135135,0.985507,0.844828,0.36,0.256757,0.35,0.337349,0.225806,0.168675,0.0641026,0.911504,0.973333,0.770833,0.16,0.785714,0.954545,0.184211,0.618182,0.758242,0.223881,0.640625,0.380952,0.132353,0.125,0.235294,0.111111,0.596154,0.0810811,
5.65,0.244898,0.321839,0.139535,0.633333,0.135135,0.985507,0.844828,0.36,0.256757,0.333333,0.337349,0.225806,0.168675,0.0641026,0.911504,0.973333,0.75,0.16,0.785714,0.931818,0.184211,0.618182,0.758242,0.208955,0.640625,0.380952,0.132353,0.125,0.235294,0.111111,0.576923,0.0810811,
5.7,0.244898,0.321839,0.139535,0.65,0.135135,0.971014,0.844828,0.36,0.256757,0.333333,0.337349,0.225806,0.168675,0.0641026,0.902655,0.973333,0.75,0.16,0.785714,0.954545,0.184211,0.618182,0.736264,0.208955,0.640625,0.380952,0.132353,0.125,0.235294,0.111111,0.576923,0.0945946,
5.75,0.244898,0.333333,0.139535,0.65,0.135135,0.971014,0.844828,0.346667,0.256757,0.316667,0.337349,0.225806,0.168675,0.0641026,0.902655,0.96,0.75,0.16,0.785714,0.977273,0.184211,0.618182,0.714286,0.208955,0.640625,0.380952,0.132353,0.125,0.235294,0.111111,0.576923,0.0945946,
5.8,0.244898,0.333333,0.139535,0.65,0.148649,0.971014,0.844828,0.346667,0.256757,0.3,0.349398,0.225806,0.168675,0.0641026,0.893805,0.946667,0.75,0.16,0.785714,0.977273,0.184211,0.618182,0.714286,0.208955,0.65625,0.380952,0.132353,0.125,0.235294,0.111111,0.576923,0.0945946,
5.85,0.244898,0.344828,0.116279,0.65,0.148649,0.971014,0.844828,0.346667,0.256757,0.3,0.349398,0.225806,0.168675,0.0641026,0.893805,0.933333,0.75,0.16,0.785714,0.977273,0.171053,0.618182,0.703297,0.208955,0.671875,0.380952,0.132353,0.125,0.235294,0.111111,0.596154,0.0945946,
5.9,0.244898,0.344828,0.116279,0.65,0.148649,0.956522,0.844828,0.346667,0.256757,0.3,0.349398,0.225806,0.168675,0.0641026,0.867257,0.92,0.75,0.16,0.785714,0.977273,0.171053,0.618182,0.692308,0.208955,0.671875,0.380952,0.132353,0.125,0.235294,0.111111,0.596154,0.0945946,
5.95,0.244898,0.344828,0.116279,0.65,0.148649,0.927536,0.862069,0.36,0.256757,0.283333,0.373494,0.225806,0.168675,0.0641026,0.831858,0.92,0.729167,0.16,0.785714,1,0.171053,0.618182,0.692308,0.223881,0.671875,0.380952,0.132353,0.125,0.235294,0.111111,0.615385,0.0945946,
6,0.244898,0.37931,0.162791,0.7,0.148649,0.913043,0.896552,0.373333,0.256757,0.3,0.385542,0.225806,0.168675,0.0641026,0.79646,0.853333,0.6875,0.16,0.714286,1,0.171053,0.618182,0.67033,0.179104,0.6875,0.380952,0.132353,0.125,0.25,0.111111,0.653846,0.0945946,
6.05,0.244898,0.413793,0.162791,0.816667,0.175676,0.84058,1,0.4,0.27027,0.3,0.421687,0.209677,0.156627,0.0769231,0.654867,0.773333,0.583333,0.16,0.857143,1,0.157895,0.581818,0.615385,0.179104,0.734375,0.380952,0.132353,0.136364,0.279412,0.111111,0.653846,0.0945946,
6.10001,0.244898,0.413793,0.139535,0.833333,0.175676,0.811594,0.982759,0.4,0.27027,0.3,0.433735,0.209677,0.156627,0.0769231,0.610619,0.72,0.583333,0.16,0.785714,0.954545,0.157895,0.563636,0.593407,0.179104,0.765625,0.380952,0.132353,0.136364,0.279412,0.111111,0.634615,0.0945946,
6.15001,0.244898,0.413793,0.139535,0.85,0.175676,0.811594,0.965517,0.413333,0.27027,0.283333,0.433735,0.209677,0.156627,0.0769231,0.584071,0.72,0.583333,0.16,0.785714,0.931818,0.157895,0.545455,0.571429,0.179104,0.765625,0.380952,0.132353,0.136364,0.279412,0.111111,0.634615,0.0945946,
6.20001,0.244898,0.425287,0.139535,0.85,0.189189,0.797101,0.965517,0.413333,0.27027,0.283333,0.433735,0.209677,0.156627,0.0769231,0.575221,0.693333,0.583333,0.16,0.785714,0.909091,0.157895,0.545455,0.56044,0.179104,0.765625,0.380952,0.132353,0.147727,0.279412,0.111111,0.634615,0.0945946,
6.25001,0.244898,0.425287,0.139535,0.85,0.189189,0.797101,0.965517,0.413333,0.27027,0.283333,0.433735,0.209677,0.156627,0.0769231,0.566372,0.68,0.583333,0.16,0.785714,0.909091,0.157895,0.545455,0.56044,0.179104,0.75,0.380952,0.132353,0.147727,0.294118,0.111111,0.653846,0.0945946,
6.30001,0.244898,0.425287,0.139535,0.85,0.189189,0.797101,0.965517,0.426667,0.27027,0.283333,0.433735,0.209677,0.156627,0.0769231,0.557522,0.666667,0.583333,0.173333,0.785714,0.886364,0.157895,0.527273,0.538462,0.179104,0.765625,0.380952,0.132353,0.147727,0.294118,0.111111,0.673077,0.0810811,
6.35001,0.244898,0.436782,0.139535,0.85,0.202703,0.797101,1,0.44,0.27027,0.266667,0.433735,0.209677,0.156627,0.0769231,0.539823,0.666667,0.583333,0.173333,0.785714,0.886364,0.157895,0.527273,0.516484,0.179104,0.765625,0.380952,0.132353,0.147727,0.294118,0.111111,0.673077,0.0810811,
6.40001,0.244898,0.448276,0.139535,0.866667,0.202703,0.768116,0.982759,0.44,0.283784,0.266667,0.433735,0.209677,0.156627,0.0769231,0.530973,0.666667,0.583333,0.173333,0.785714,0.886364,0.157895,0.527273,0.505495,0.179104,0.75,0.380952,0.132353,0.147727,0.294118,0.111111,0.673077,0.0810811,
6.45001,0.244898,0.436782,0.139535,0.866667,0.202703,0.753623,0.982759,0.44,0.283784,0.266667,0.433735,0.209677,0.156627,0.0769231,0.530973,0.653333,0.583333,0.173333,0.785714,0.886364,0.157895,0.527273,0.472527,0.179104,0.765625,0.380952,0.132353,0.147727,0.294118,0.111111,0.711538,0.0810811,
6.50001,0.244898,0.448276,0.139535,0.866667,0.202703,0.753623,0.948276,0.453333,0.283784,0.25,0.46988,0.209677,0.156627,0.0769231,0.513274,0.626667,0.5625,0.173333,0.714286,0.909091,0.157895,0.527273,0.472527,0.179104,0.765625,0.380952,0.132353,0.147727,0.308824,0.111111,0.769231,0.0810811,
6.55001,0.244898,0.45977,0.139535,0.833333,0.202703,0.73913,0.931035,0.466667,0.283784,0.216667,0.493976,0.209677,0.156627,0.0769231,0.486726,0.626667,0.5625,0.173333,0.785714,0.909091,0.157895,0.454545,0.450549,0.179104,0.796875,0.380952,0.132353,0.147727,0.294118,0.111111,0.769231,0.0810811,
6.60001,0.244898,0.482759,0.139535,0.85,0.202703,0.710145,0.931035,0.48,0.283784,0.216667,0.53012,0.209677,0.156627,0.0769231,0.451327,0.64,0.541667,0.173333,0.714286,0.863636,0.157895,0.454545,0.428571,0.164179,0.796875,0.404762,0.132353,0.147727,0.294118,0.111111,0.769231,0.0810811,
6.65001,0.244898,0.494253,0.139535,0.883333,0.202703,0.710145,0.931035,0.48,0.283784,0.233333,0.53012,0.209677,0.156627,0.0769231,0.415929,0.6,0.541667,0.173333,0.714286,0.863636,0.157895,0.454545,0.428571,0.164179,0.8125,0.404762,0.132353,0.147727,0.294118,0.111111,0.769231,0.0810811,
6.70001,0.244898,0.505747,0.139535,0.883333,0.202703,0.724638,0.948276,0.48,0.283784,0.233333,0.53012,0.209677,0.156627,0.0769231,0.40708,0.6,0.520833,0.173333,0.714286,0.863636,0.157895,0.436364,0.417582,0.164179,0.8125,0.404762,0.132353,0.147727,0.294118,0.111111,0.769231,0.0810811,
6.75001,0.244898,0.505747,0.139535,0.9,0.202703,0.73913,0.948276,0.48,0.297297,0.233333,0.554217,0.209677,0.156627,0.0769231,0.40708,0.6,0.541667,0.173333,0.714286,0.863636,0.157895,0.436364,0.417582,0.164179,0.8125,0.404762,0.132353,0.147727,0.294118,0.111111,0.769231,0.0810811,
6.80001,0.244898,0.505747,0.139535,0.9,0.202703,0.724638,0.948276,0.48,0.297297,0.25,0.578313,0.209677,0.156627,0.0769231,0.380531,0.586667,0.541667,0.16,0.714286,0.886364,0.157895,0.418182,0.417582,0.149254,0.828125,0.404762,0.132353,0.147727,0.294118,0.111111,0.769231,0.0810811,
6.85001,0.244898,0.528736,0.139535,0.883333,0.202703,0.724638,0.948276,0.48,0.297297,0.25,0.578313,0.209677,0.156627,0.0769231,0.362832,0.586667,0.541667,0.16,0.714286,0.886364,0.157895,0.418182,0.417582,0.149254,0.8125,0.404762,0.132353,0.159091,0.308824,0.111111,0.769231,0.0810811,
6.90001,0.244898,0.528736,0.139535,0.883333,0.202703,0.724638,0.948276,0.493333,0.324324,0.25,0.590361,0.209677,0.156627,0.0769231,0.353982,0.573333,0.541667,0.16,0.714286,0.909091,0.157895,0.418182,0.417582,0.134328,0.8125,0.404762,0.132353,0.159091,0.308824,0.111111,0.769231,0.0810811,
6.95001,0.22449,0.54023,0.139535,0.883333,0.202703,0.724638,0.965517,0.493333,0.324324,0.25,0.590361,0.209677,0.156627,0.0769231,0.353982,0.56,0.541667,0.16,0.642857,0.909091,0.157895,0.418182,0.395604,0.134328,0.8125,0.380952,0.132353,0.170455,0.323529,0.111111,0.75,0.0810811,
7.00001,0.22449,0.574713,0.139535,0.9,0.202703,0.710145,1,0.52,0.337838,0.266667,0.614458,0.209677,0.156627,0.0769231,0.327434,0.533333,0.479167,0.16,0.571429,0.909091,0.157895,0.327273,0.351648,0.134328,0.875,0.380952,0.132353,0.159091,0.352941,0.111111,0.769231,0.0810811,
7.05001,0.22449,0.62069,0.116279,0.983333,0.22973,0.652174,0.982759,0.613333,0.337838,0.266667,0.795181,0.209677,0.156627,0.0897436,0.238938,0.44,0.416667,0.146667,0.571429,0.977273,0.157895,0.309091,0.307692,0.134328,0.953125,0.380952,0.117647,0.159091,0.352941,0.111111,0.826923,0.0810811,
7.10001,0.22449,0.632184,0.116279,1,0.22973,0.594203,0.965517,0.64,0.337838,0.266667,0.783133,0.209677,0.156627,0.0897436,0.212389,0.426667,0.416667,0.146667,0.571429,0.931818,0.157895,0.309091,0.285714,0.134328,0.9375,0.357143,0.117647,0.159091,0.367647,0.111111,0.807692,0.0810811,
7.15001,0.22449,0.62069,0.116279,1,0.22973,0.57971,0.965517,0.64,0.337838,0.266667,0.783133,0.209677,0.156627,0.0897436,0.20354,0.426667,0.416667,0.146667,0.571429,0.909091,0.157895,0.309091,0.274725,0.134328,0.953125,0.357143,0.117647,0.170455,0.367647,0.111111,0.807692,0.0810811,
7.20001,0.22449,0.643678,0.116279,1,0.22973,0.57971,0.965517,0.64,0.337838,0.266667,0.783133,0.209677,0.156627,0.0897436,0.19469,0.413333,0.416667,0.146667,0.571429,0.886364,0.157895,0.309091,0.274725,0.134328,0.96875,0.357143,0.117647,0.170455,0.352941,0.111111,0.788462,0.0810811,
7.25001,0.22449,0.655172,0.116279,1,0.22973,0.565217,0.982759,0.64,0.337838,0.266667,0.771084,0.209677,0.144578,0.0897436,0.19469,0.4,0.416667,0.146667,0.571429,0.886364,0.157895,0.309091,0.274725,0.134328,0.96875,0.333333,0.117647,0.170455,0.352941,0.111111,0.788462,0.0810811,
7.30001,0.22449,0.655172,0.116279,1,0.22973,0.536232,0.982759,0.64,0.351351,0.266667,0.783133,0.209677,0.144578,0.0897436,0.19469,0.386667,0.416667,0.146667,0.571429,0.909091,0.157895,0.309091,0.274725,0.134328,0.9375,0.333333,0.117647,0.170455,0.367647,0.111111,0.788462,0.0810811,
7.35001,0.22449,0.655172,0.139535,1,0.22973,0.536232,0.948276,0.626667,0.364865,0.266667,0.807229,0.209677,0.144578,0.0897436,0.19469,0.386667,0.416667,0.146667,0.571429,0.909091,0.157895,0.309091,0.263736,0.134328,0.96875,0.333333,0.117647,0.170455,0.382353,0.111111,0.826923,0.0810811,
7.40001,0.22449,0.666667,0.139535,0.983333,0.22973,0.550725,0.965517,0.653333,0.378378,0.266667,0.807229,0.209677,0.144578,0.0897436,0.185841,0.386667,0.416667,0.146667,0.571429,0.909091,0.157895,0.309091,0.252747,0.134328,0.96875,0.333333,0.117647,0.170455,0.382353,0.111111,0.846154,0.0810811,
7.45001,0.22449,0.678161,0.139535,0.966667,0.243243,0.536232,0.948276,0.693333,0.378378,0.266667,0.843373,0.209677,0.144578,0.0897436,0.185841,0.373333,0.416667,0.146667,0.571429,0.909091,0.157895,0.309091,0.263736,0.134328,0.984375,0.309524,0.117647,0.170455,0.411765,0.111111,0.865385,0.0810811,
7.50001,0.22449,0.689655,0.139535,0.95,0.243243,0.521739,0.948276,0.693333,0.364865,0.266667,0.855422,0.209677,0.144578,0.0897436,0.176991,0.373333,0.395833,0.146667,0.571429,0.931818,0.157895,0.309091,0.263736,0.134328,0.984375,0.309524,0.117647,0.181818,0.426471,0.111111,0.884615,0.0810811,
7.55001,0.22449,0.758621,0.139535,0.933333,0.243243,0.507246,0.913793,0.693333,0.364865,0.25,0.86747,0.209677,0.144578,0.0897436,0.168142,0.333333,0.395833,0.146667,0.571429,0.931818,0.144737,0.309091,0.252747,0.134328,1,0.309524,0.117647,0.193182,0.455882,0.111111,0.865385,0.0810811,
7.60001,0.22449,0.781609,0.116279,0.933333,0.243243,0.478261,0.913793,0.706667,0.378378,0.283333,0.879518,0.209677,0.144578,0.102564,0.168142,0.333333,0.395833,0.146667,0.571429,0.931818,0.144737,0.309091,0.252747,0.134328,1,0.309524,0.117647,0.193182,0.485294,0.111111,0.903846,0.0810811,
7.65001,0.22449,0.793103,0.116279,0.95,0.243243,0.478261,0.913793,0.706667,0.378378,0.283333,0.86747,0.209677,0.144578,0.102564,0.168142,0.32,0.395833,0.146667,0.571429,0.931818,0.144737,0.309091,0.252747,0.134328,1,0.309524,0.102941,0.204545,0.485294,0.111111,0.903846,0.0810811,
7.70001,0.22449,0.793103,0.116279,0.95,0.243243,0.478261,0.913793,0.706667,0.378378,0.283333,0.86747,0.209677,0.144578,0.115385,0.159292,0.32,0.395833,0.146667,0.5,0.931818,0.144737,0.290909,0.252747,0.134328,1,0.309524,0.102941,0.215909,0.5,0.111111,0.923077,0.0810811,
7.75001,0.22449,0.793103,0.116279,0.95,0.243243,0.478261,0.913793,0.72,0.378378,0.283333,0.855422,0.209677,0.144578,0.102564,0.159292,0.32,0.395833,0.146667,0.5,0.863636,0.144737,0.272727,0.252747,0.134328,0.96875,0.309524,0.102941,0.215909,0.514706,0.111111,0.923077,0.0810811,
7.80001,0.22449,0.804598,0.116279,0.933333,0.27027,0.478261,0.87931,0.72,0.391892,0.283333,0.879518,0.209677,0.144578,0.102564,0.159292,0.306667,0.395833,0.146667,0.5,0.863636,0.144737,0.272727,0.263736,0.134328,0.953125,0.309524,0.102941,0.215909,0.529412,0.111111,0.923077,0.0810811,
7.85001,0.22449,0.827586,0.116279,0.916667,0.27027,0.463768,0.87931,0.72,0.391892,0.283333,0.891566,0.209677,0.144578,0.115385,0.159292,0.28,0.395833,0.146667,0.5,0.886364,0.144737,0.272727,0.241758,0.134328,0.9375,0.285714,0.102941,0.238636,0.544118,0.111111,0.923077,0.0810811,
7.90001,0.22449,0.827586,0.116279,0.933333,0.27027,0.463768,0.87931,0.733333,0.405405,0.3,0.903614,0.209677,0.144578,0.115385,0.159292,0.28,0.395833,0.146667,0.5,0.886364,0.144737,0.272727,0.241758,0.134328,0.9375,0.285714,0.102941,0.238636,0.558824,0.111111,0.942308,0.0810811,
7.95001,0.22449,0.816092,0.116279,0.933333,0.27027,0.449275,0.862069,0.746667,0.418919,0.3,0.903614,0.209677,0.144578,0.115385,0.159292,0.28,0.395833,0.146667,0.5,0.863636,0.144737,0.272727,0.241758,0.134328,0.9375,0.285714,0.102941,0.261364,0.588235,0.111111,0.942308,0.0810811,
8.00001,0.22449,0.908046,0.116279,0.916667,0.283784,0.405797,0.862069,0.8,0.405405,0.3,0.891566,0.209677,0.144578,0.115385,0.141593,0.28,0.395833,0.146667,0.428571,0.886364,0.144737,0.272727,0.241758,0.149254,0.9375,0.285714,0.102941,0.295455,0.632353,0.111111,1,0.0810811,
8.05001,0.204082,1,0.116279,0.883333,0.337838,0.391304,0.775862,0.866667,0.486486,0.3,0.951807,0.193548,0.144578,0.128205,0.132743,0.253333,0.333333,0.146667,0.357143,0.863636,0.144737,0.272727,0.21978,0.149254,0.9375,0.285714,0.117647,0.352273,0.764706,0.111111,0.980769,0.0810811,
8.10001,0.204082,0.977012,0.116279,0.866667,0.337838,0.333333,0.758621,0.893333,0.472973,0.316667,0.963855,0.193548,0.144578,0.128205,0.132743,0.253333,0.333333,0.146667,0.357143,0.863636,0.144737,0.272727,0.21978,0.149254,0.921875,0.285714,0.117647,0.375,0.808824,0.111111,0.961538,0.0810811,
8.15001,0.204082,0.977012,0.116279,0.866667,0.351351,0.333333,0.758621,0.88,0.472973,0.316667,0.975904,0.177419,0.144578,0.128205,0.132743,0.253333,0.3125,0.146667,0.357143,0.863636,0.144737,0.272727,0.21978,0.149254,0.921875,0.285714,0.117647,0.386364,0.808824,0.111111,0.961538,0.0810811,
8.20001,0.204082,0.977012,0.116279,0.883333,0.351351,0.333333,0.741379,0.88,0.486486,0.316667,0.987952,0.177419,0.144578,0.128205,0.132743,0.253333,0.3125,0.146667,0.357143,0.886364,0.144737,0.272727,0.21978,0.149254,0.875,0.285714,0.117647,0.409091,0.808824,0.111111,0.961538,0.0810811,
